Year;Primary County;Dual Eligible;Major Diagnostic Category;Episode Disease Category;Beneficiaries with Condition;Beneficiaries with Admissions;Total Inpatient Admissions;Beneficiaries with ER Visits;Total ER Visits
2013;Steuben;Dual;Substance Abuse;Opioid Abuse;45;23;34;32;166
2013;Broome;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;45;24;36;17;54
2013;Orange;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Major Congenital Heart Diagnoses Except Valvular;45;24;45;19;49
2013;Suffolk;Dual;Diseases And Disordes Of The Respiratory System;Chronic Bronchitis;45;24;41;15;33
2013;Sullivan;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;45;24;36;24;84
2013;Allegany;Dual;Substance Abuse;Chronic Alcohol Abuse;45;25;34;27;70
2013;Saratoga;Dual;Substance Abuse;Opioid Abuse;45;25;44;26;106
2013;Westchester;Non-Dual;Newborns And Other Neonates;Prematurity - Birthweight < 750 Grams;45;27;47;25;48
2013;Wyoming;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;45;27;39;13;23
2013;Broome;Dual;Diabetes Mellitus;Diabetic Nephropathy;45;28;51;13;65
2013;Broome;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;45;28;58;26;111
2013;Niagara;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;45;29;44;24;61
2013;Cayuga;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;45;30;60;23;88
2013;St Lawrence;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;45;30;49;16;46
2013;Tioga;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;45;30;38;5;7
2013;Cattaraugus;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;45;32;77;25;89
2013;Delaware;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;45;32;41;15;30
2013;Chemung;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;45;33;102;28;118
2013;Niagara;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;45;33;101;24;60
2013;St Lawrence;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;45;33;59;33;102
2013;Cayuga;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;45;36;115;39;237
2013;Nassau;Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;45;36;124;27;92
2013;Allegany;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;45;38;49;22;62
2013;Ulster;Non-Dual;Substance Abuse;Cocaine Abuse - Continuous;45;41;113;36;126
2013;Schenectady;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;45;43;92;31;111
2013;Cattaraugus;Non-Dual;Substance Abuse;Delirium Tremens;45;44;132;33;140
2013;Wayne;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;46;11;23;28;72
2013;Schenectady;Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;46;12;18;15;60
2013;Rensselaer;Non-Dual;Diabetes Mellitus;Diabetic Retinopathy;46;18;34;25;64
2013;Delaware;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;46;19;38;29;123
2013;Chemung;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;46;20;45;33;90
2013;Chenango;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;46;22;48;30;87
2013;Saratoga;Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;46;22;38;18;51
2013;Ontario;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;46;24;50;26;143
2013;Putnam;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;46;24;34;17;70
2013;St Lawrence;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;46;24;55;27;108
2013;Greene;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;46;25;54;19;51
2013;Lewis;Non-Dual;Substance Abuse;Other Significant Drug Abuse;46;26;57;31;108
2013;Ulster;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;46;26;35;18;33
2013;Columbia;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;46;27;57;27;67
2013;Schuyler;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;46;27;53;29;95
2013;Cayuga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;46;28;72;27;79
2013;Ulster;Dual;Substance Abuse;Cocaine Abuse;46;29;41;33;137
2013;Essex;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;46;32;46;27;103
2013;Wayne;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;46;34;94;33;141
2013;Otsego;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;46;35;48;17;93
2013;Chemung;Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;46;36;53;20;53
2013;Cayuga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;46;37;85;38;117
2013;Rensselaer;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;46;37;99;34;119
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;46;37;97;29;84
2013;Niagara;Non-Dual;Diabetes Mellitus;Diabetic Ketoacidosis;46;38;117;37;102
2013;Dutchess;Dual;Substance Abuse;Opioid Abuse - Continuous;46;40;118;30;172
2013;Chemung;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;46;41;115;38;225
2013;Albany;Dual;Substance Abuse;Delirium Tremens;46;42;111;33;263
2013;Cattaraugus;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;46;42;118;28;98
2013;New York;Non-Dual;Substance Abuse;Alcoholic Polyneuropathy;46;42;241;35;312
2013;Genesee;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;46;44;79;29;106
2013;Westchester;Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;46;44;130;27;76
2013;Madison;Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;47;5;7;10;16
2013;Albany;Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;47;9;13;17;63
2013;Putnam;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;47;10;10;12;36
2013;Yates;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;47;15;18;25;79
2013;Allegany;Dual;Diabetes Mellitus;Diabetic Neuropathy;47;17;27;17;34
2013;Sullivan;Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;47;18;39;28;125
2014;Chemung;Non-Dual;Substance Abuse;Cocaine Abuse;220;114;234;151;551
2013;Columbia;Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;47;19;30;23;102
2013;Montgomery;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;47;22;32;13;45
2013;Schuyler;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;47;23;54;32;113
2013;Montgomery;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;47;27;58;32;140
2013;Onondaga;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;47;27;55;24;90
2013;Broome;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;47;28;63;27;92
2013;Tompkins;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;47;29;69;27;72
2013;Orange;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;47;32;108;29;122
2013;Putnam;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;47;33;101;28;102
2013;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;47;33;48;11;21
2013;Herkimer;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;47;34;47;17;46
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;47;34;101;30;88
2013;Tompkins;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;47;35;62;13;34
2013;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;47;37;78;23;93
2013;Delaware;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;47;38;79;31;139
2013;Erie;Non-Dual;Diabetes Mellitus;Diabetic Coma;47;39;121;30;112
2013;Erie;Dual;Substance Abuse;Cocaine Abuse - Continuous;47;40;76;32;119
2013;Chautauqua;Non-Dual;Substance Abuse;Delirium Tremens;47;46;100;31;144
2013;Sullivan;Dual;HIV Infection;HIV Disease;48;13;20;24;62
2013;Schenectady;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;48;14;31;17;66
2013;Madison;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;48;15;33;26;75
2013;Saratoga;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;48;15;48;22;57
2013;Steuben;Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;48;15;40;24;100
2013;Wyoming;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;48;15;18;14;60
2013;Ontario;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;48;19;39;35;134
2013;Montgomery;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;48;20;31;32;88
2013;Cattaraugus;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;48;21;39;23;94
2013;Chemung;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;48;21;53;25;86
2013;Steuben;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;48;22;67;26;79
2013;Sullivan;Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;48;22;32;25;95
2013;Ontario;Dual;Diabetes Mellitus;Other Diabetic Complications;48;24;41;22;52
2013;Ontario;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;48;24;40;26;76
2013;Warren;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;48;24;39;11;41
2013;Columbia;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;48;26;35;16;57
2013;Queens;Non-Dual;Mental Diseases And Disorders;Schizophrenia - Catatonia;48;28;100;21;63
2013;Rensselaer;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;48;28;48;20;93
2013;Columbia;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;48;29;50;33;124
2013;Saratoga;Dual;Diabetes Mellitus;Other Diabetic Complications;48;29;51;30;81
2013;Richmond;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;48;32;45;11;20
2013;Rockland;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;48;32;52;21;31
2013;Columbia;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;48;33;83;31;117
2013;Rensselaer;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;48;34;68;22;81
2013;New York;Non-Dual;Mental Diseases And Disorders;Schizophrenia - Catatonia;48;35;105;21;77
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;48;35;77;39;133
2013;Monroe;Dual;Mental Diseases And Disorders;Schizophrenia - Exacerbation;48;36;56;16;118
2013;Schenectady;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;48;36;100;21;52
2013;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;48;42;81;32;136
2013;Wayne;Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;48;45;61;21;55
2013;Oswego;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;49;8;30;18;72
2013;Schoharie;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;49;10;26;21;76
2013;Rockland;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;49;13;27;27;98
2013;Tompkins;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;49;18;22;7;10
2013;Herkimer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;49;20;45;20;58
2013;Onondaga;Non-Dual;Newborns And Other Neonates;Prematurity - Birthweight < 1000 Grams;49;20;28;17;32
2013;Sullivan;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;49;20;34;26;79
2013;Jefferson;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;49;22;32;23;72
2013;St Lawrence;Dual;Substance Abuse;Opioid Abuse;49;24;49;30;136
2013;Sullivan;Dual;Substance Abuse;Opioid Abuse;49;24;51;23;74
2013;Clinton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;49;25;53;30;100
2013;Delaware;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;49;25;51;29;76
2013;Chenango;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;49;26;53;23;91
2013;Greene;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;49;26;31;12;32
2013;Orleans;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;49;27;47;25;51
2013;Steuben;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;49;27;102;28;156
2013;Greene;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;49;28;73;36;110
2013;Ontario;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;49;28;70;31;102
2013;Ulster;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;49;28;42;20;83
2013;Cortland;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;49;31;41;14;22
2013;Westchester;Dual;Substance Abuse;Drug Abuse Related Diagnoses;49;31;108;26;80
2013;Madison;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;49;32;78;26;80
2013;Orange;Non-Dual;Diseases And Disordes Of The Respiratory System;Major Respiratory Anomalies;49;32;64;18;35
2013;Madison;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;49;33;78;29;84
2013;Oswego;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;49;33;57;23;121
2013;Madison;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;49;34;48;19;52
2013;Oswego;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;49;34;108;26;150
2013;Orange;Non-Dual;Newborns And Other Neonates;Prematurity - Birthweight < 1000 Grams;49;36;73;17;33
2013;Chenango;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;49;37;71;25;72
2013;Genesee;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;49;39;57;21;43
2013;Monroe;Dual;Diabetes Mellitus;Diabetic Coma;49;40;63;19;54
2013;Steuben;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;49;41;104;34;165
2013;Richmond;Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;49;42;157;35;186
2013;Fulton;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;49;45;104;38;246
2013;Franklin;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;49;46;99;36;198
2013;Tompkins;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;49;46;116;38;128
2013;Madison;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;50;14;19;13;31
2013;Tioga;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;50;14;26;3;42
2013;Essex;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;50;18;22;20;90
2013;Onondaga;Non-Dual;Mental Diseases And Disorders;Eating Disorder;50;19;39;25;109
2013;Chautauqua;Dual;Mental Diseases And Disorders;Major Personality Disorders;50;20;44;17;54
2013;Tompkins;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;50;22;31;8;22
2013;Madison;Dual;Diabetes Mellitus;Diabetic Neuropathy;50;25;36;19;61
2013;Schuyler;Non-Dual;Substance Abuse;Opioid Abuse;50;26;46;37;111
2013;Jefferson;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;50;27;67;28;125
2013;Sullivan;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;50;27;85;33;108
2013;Cayuga;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;50;28;52;26;72
2013;Ontario;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;50;29;43;20;114
2013;Orange;Dual;Substance Abuse;Other Significant Drug Abuse;50;29;56;30;164
2013;Cayuga;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;50;31;56;21;73
2013;Niagara;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;50;32;82;32;113
2013;St Lawrence;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;50;32;91;36;133
2013;Chenango;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;50;33;66;29;92
2013;Oswego;Dual;Substance Abuse;Opioid Abuse;50;36;67;24;163
2013;Rockland;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;50;36;63;34;119
2013;Oswego;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;50;38;100;22;153
2013;New York;Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;50;40;78;18;32
2014;Tompkins;Non-Dual;Diabetes Mellitus;Diabetes;440;81;126;174;383
2013;Albany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;50;43;92;38;125
2013;Orange;Non-Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;50;43;85;23;44
2013;Orleans;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;50;44;64;19;64
2013;Oswego;Non-Dual;Substance Abuse;Delirium Tremens;50;49;139;34;124
2013;Hamilton;Non-Dual;Mental Diseases And Disorders;Depression;51;5;12;21;36
2013;Sullivan;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;51;12;22;26;97
2013;Essex;Dual;Diabetes Mellitus;Diabetic Neuropathy;51;18;33;29;85
2013;Schoharie;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;51;18;32;28;69
2013;Rensselaer;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;51;19;29;36;130
2013;Schuyler;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;51;19;32;28;106
2013;Seneca;Dual;Mental Diseases And Disorders;Schizophrenia;51;19;26;14;59
2013;Cattaraugus;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;51;20;26;25;66
2013;Yates;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;51;20;27;18;38
